filename,label,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
[org][jaz_blu]1200__3.wav,org,-263.06323,152.04395,15.28578,24.398151,-4.667573,10.354211,4.5351753,5.88227,0.58148015,5.467584,4.2530913,4.7840996,2.7912683,2.3670657,2.9401197,1.9169493,2.3807788,-0.9341591,-1.5212151,3.0237796
[org][jaz_blu]1201__1.wav,org,-230.03848,189.54874,19.716043,23.997116,3.4653006,18.562712,13.25375,9.956879,-12.549899,-3.1879141,-5.257294,3.8017678,-3.3803248,0.45452788,-9.974166,1.496972,6.3383994,11.978356,5.7365093,-1.3978724
[org][jaz_blu]1201__2.wav,org,-222.14574,176.37979,10.495709,27.24253,8.6558695,21.089174,4.0341363,7.348069,-4.919038,2.9870746,-1.7040222,5.9172645,-5.0993204,-1.0274802,-10.914712,0.03811519,1.242494,0.622817,-2.101115,1.5152385
[org][jaz_blu]1201__3.wav,org,-223.15254,174.05815,18.446281,30.548811,8.077248,12.097782,1.7667098,11.387171,-5.080048,-0.17779906,-7.292074,1.8366224,-6.875438,-1.4279319,-11.711032,-0.66567546,0.49870524,2.294556,0.23161729,5.4754434
[org][jaz_blu]1202__1.wav,org,-237.83858,142.99055,4.230327,57.813156,-5.810272,42.098946,-3.24663,28.90674,10.953918,11.794917,4.8507857,1.4496502,0.27180076,-5.218121,0.2604522,-2.1629255,0.18564276,-0.13139279,3.102974,-4.9246607
[org][jaz_blu]1202__2.wav,org,-227.95845,155.17313,15.06907,54.59844,-12.800007,36.45552,-6.505968,24.501236,11.32214,11.323872,2.786047,-1.0473895,0.64282525,-3.5005639,-0.9229707,-5.401072,-0.79450244,-0.062982745,5.033696,-3.2282236
[org][jaz_blu]1202__3.wav,org,-208.51193,163.22548,-3.476527,37.205467,-17.23257,43.695004,2.4211304,25.579563,9.752345,10.92604,1.6723685,-0.9569623,2.452098,-0.91181445,-3.09644,-8.395643,-2.6812642,0.48773217,5.1819506,-1.1119922
[org][jaz_blu]1203__1.wav,org,-218.05515,164.6234,0.9442819,37.43388,-1.0997066,29.297596,1.5333421,7.9561925,0.9616372,5.650732,-2.2818844,9.547577,-3.1590695,2.1536565,-6.143386,-5.3553114,-5.240773,0.54028237,-2.470942,-2.8271964
[org][jaz_blu]1203__2.wav,org,-233.50543,146.19893,12.813938,39.97647,-1.9654402,31.041008,-3.3492746,11.609231,1.6482853,4.8900905,-7.539395,10.373863,-4.3361077,5.4515347,-5.612701,-0.6882755,-5.5646343,-0.20433569,-6.621395,0.12729223
[org][jaz_blu]1203__3.wav,org,-220.99014,137.65959,3.9164393,39.343224,1.4764291,31.353537,1.1320217,13.594713,-2.8417037,2.2194545,-5.6786995,15.506352,-3.9642055,11.73373,4.704981,11.420016,-5.196284,-2.835883,-13.461808,-3.3226674
[org][jaz_blu]1204__1.wav,org,-164.21378,148.6773,-9.032985,33.09279,-3.7600787,38.73544,-19.430603,34.291637,-11.548762,20.60669,-1.5790745,3.6707838,-2.2087755,-3.5205173,-0.16900334,-1.4785663,4.2774806,-2.177935,2.4687235,-4.842997
[org][jaz_blu]1204__2.wav,org,-148.75685,149.2469,5.3375926,37.225304,-10.8481245,37.685696,-32.01232,25.62887,-20.379354,24.280497,-1.141125,13.261862,-3.3174787,-0.8644363,-1.2820926,-4.2390018,-3.9523947,-6.1352277,3.6112843,-6.051187
[org][jaz_blu]1204__3.wav,org,-151.45795,153.03416,-0.6893677,32.912533,-9.852371,34.588207,-30.451632,24.351389,-17.446377,26.37983,2.5214818,13.072213,-1.4691169,-1.8410294,0.04140381,-4.641601,-3.2546508,-6.1354933,2.959091,-6.8648715
[org][jaz_blu]1205__1.wav,org,-289.31268,124.153114,15.943728,49.969902,-23.615038,40.292427,-13.0565,10.32914,-7.792507,13.270998,-4.322758,9.424094,-7.090236,3.1360135,-7.2282195,-5.7513723,-4.99391,-3.4823506,1.6006428,1.14637
[org][jaz_blu]1205__2.wav,org,-257.9179,125.9984,6.3047247,51.507835,-28.304062,39.530933,-16.043865,13.418829,-11.470601,14.710411,-5.084686,10.235519,-8.063324,4.238342,-5.6367803,-3.0033615,-2.059499,-1.9307065,1.7995754,0.6312269
[org][jaz_blu]1205__3.wav,org,-238.0646,146.57558,13.82813,43.75914,-38.64371,28.849829,-17.799774,18.941923,0.39832982,12.469597,-14.738844,-2.0730526,-9.463628,0.03377091,-8.312871,-6.408859,-0.15411931,3.374656,13.201896,9.18804
[org][jaz_blu]1206__1.wav,org,-215.76048,149.22891,54.945805,62.42827,-22.346703,18.27929,-13.074328,29.586273,-12.559394,11.220975,-14.930643,2.9406955,-4.6629963,-0.2600265,-4.1950645,-7.1286397,-1.9755623,-6.669452,-2.936207,-7.5274653
[org][jaz_blu]1206__2.wav,org,-202.12708,147.86417,36.69945,47.06327,-22.219633,25.838888,-3.373652,34.121296,-14.734676,10.412026,-10.877372,3.143175,-7.893639,-1.6964765,-6.8578944,-4.3977675,0.9315264,-3.4692087,1.7131379,-4.743459
[org][jaz_blu]1206__3.wav,org,-214.41145,130.51556,43.10431,62.230576,-10.447621,30.409237,-8.969023,28.681162,-16.361004,14.399991,-7.876907,9.448206,-3.1557548,2.5756903,-2.9976997,-3.245736,0.36991346,-4.8477325,1.646054,-3.319692
[org][jaz_blu]1207__1.wav,org,-191.67465,126.20928,-2.9179437,47.959652,-33.175278,34.226326,-19.486143,21.198845,-8.004656,-3.657452,-10.516537,1.7309493,4.064385,-5.6521606,-7.364769,-11.047399,0.4036083,9.312719,8.959469,-0.4889814
[org][jaz_blu]1207__2.wav,org,-191.02515,126.57803,3.7190704,60.94915,-33.505653,40.84982,-16.381739,30.765343,-4.8249164,7.0468607,-6.3612227,5.3981633,6.822314,5.1701965,1.6316789,-10.409913,-2.806532,7.6617584,11.087504,-3.748826
[org][jaz_blu]1207__3.wav,org,-171.67561,135.87943,-4.5111675,52.340813,-18.874107,44.746033,-16.475542,21.665037,-7.446493,10.396265,5.1678452,7.1835995,3.4008653,-1.0548567,4.256352,-5.1005936,-1.5115043,2.2755065,4.5033765,-4.0398912
[org][jaz_blu]1208__1.wav,org,-287.06546,156.99858,7.868103,36.842823,-5.8247633,16.488949,1.5729189,9.425585,-3.119116,-3.5341082,-11.9343,0.5623541,-4.4578133,8.944595,-2.5201929,4.649396,-7.466013,-2.997947,-7.207694,0.4798469
[org][jaz_blu]1208__2.wav,org,-281.05133,149.7471,11.219195,41.462025,-5.4075575,17.27552,0.45431513,8.027216,-2.8138149,-2.871362,-11.107942,1.3916303,-3.4801927,9.070359,-3.5346677,2.5739224,-7.4398055,-2.6813843,-6.6958113,-0.30951917
[org][jaz_blu]1208__3.wav,org,-261.67606,147.21774,11.33003,43.596783,-5.8808537,18.970474,0.54389656,9.247457,-2.7613747,-0.9536241,-11.214795,2.5460691,-4.1192894,8.451097,-4.1413293,3.5833902,-7.0493164,-1.6408535,-6.315615,1.296062
[org][jaz_blu]1209__1.wav,org,-253.5482,151.98611,-4.3525195,47.293583,-7.9300966,34.24425,8.209152,12.361996,1.2212903,1.1551634,8.240348,11.924503,6.304452,-8.046681,2.0408382,-5.596922,-1.9216027,-6.8795996,-1.4990975,-1.1458892
[org][jaz_blu]1209__2.wav,org,-252.30315,153.94324,4.297067,48.927094,-18.882156,30.813545,16.646233,17.311796,2.1662848,0.72922283,6.3081913,5.179479,5.6742177,-8.314278,-3.2465289,-8.6375,-1.3303486,-0.16622159,6.613472,6.8450255
[org][jaz_blu]1209__3.wav,org,-236.49721,155.95125,-20.351946,33.832188,-12.690022,44.950455,10.92296,10.568795,-0.6196951,-0.2634533,10.250643,12.563888,12.449989,-6.987684,-1.8994426,-5.626629,5.1334367,1.55719,0.2756839,0.86041296
[org][jaz_blu]1210__1.wav,org,-142.88521,96.30126,-4.4700875,60.737953,-24.70988,43.079933,-13.312416,35.31883,-23.830496,18.086193,-12.298972,11.220013,-7.1578155,3.4164705,-1.7093524,0.62250566,6.328507,2.4505534,4.7196956,-11.031088
[org][jaz_blu]1210__2.wav,org,-147.84978,107.129234,-19.431234,72.80778,-32.345764,48.861824,-15.687057,32.8167,-12.646765,10.323804,-1.5680714,3.110991,1.7261467,2.7781038,5.8936377,-3.932978,-4.5105634,-4.2157164,5.195793,-2.7639372
[org][jaz_blu]1210__3.wav,org,-129.60497,90.622,-14.9573555,80.186226,-41.408405,42.893124,-27.17074,39.986362,-9.485966,13.075018,0.5224566,12.708815,3.2360349,-0.48589587,3.6801178,-1.2635725,0.052109413,-2.4776704,0.7549395,-10.523055
[org][jaz_blu]1211__1.wav,org,-216.15097,113.41395,4.2407575,70.96737,-25.754593,37.602596,-6.3223495,36.73298,-2.8705008,5.0434527,0.28962624,6.8124204,9.094051,5.21845,6.2580924,-3.4809165,1.0087645,8.659832,11.807327,2.24701
[org][jaz_blu]1211__2.wav,org,-205.14197,123.4635,0.9193763,66.63627,-26.601393,37.770084,-0.92750376,41.047592,-1.908244,2.4789913,-3.67619,7.0745826,12.2516775,2.7775197,1.847885,-3.3998468,3.655942,11.744957,18.514463,8.8481655
[org][jaz_blu]1211__3.wav,org,-206.94556,117.0174,-4.680821,66.24729,-28.784107,36.89119,-1.0697354,42.007492,4.940156,4.2749653,-0.35502,8.309955,18.402275,5.1083837,0.83985245,-5.49823,3.8543608,12.186554,15.059191,9.715127
[org][jaz_blu]1212__1.wav,org,-200.83644,111.38569,-17.344425,55.02459,-25.335684,44.4447,-7.139185,16.953344,-20.027046,0.036259595,1.9677653,0.83725226,3.6691236,2.507,11.662359,0.46992385,-9.909255,-11.777657,-3.1688504,0.18041262
[org][jaz_blu]1212__2.wav,org,-208.22144,115.77622,-16.551031,71.419586,-4.467695,44.428616,-22.411072,13.249417,-3.7709346,17.63985,6.164415,7.0782366,4.1565156,-9.05412,1.1440455,5.0849547,6.327934,-0.15504497,2.7444365,3.8626325
[org][jaz_blu]1212__3.wav,org,-214.30002,132.66655,6.471643,64.428246,-25.93615,31.629963,-5.164289,33.956284,-0.2548716,1.5919672,0.9752919,5.3684063,8.013691,-2.1738417,0.7773072,-3.7072635,1.3802307,7.130524,8.1916065,1.1653379
[org][jaz_blu]1213__1.wav,org,-130.89925,129.8771,-4.889592,54.91812,-28.745377,34.936672,-24.714691,28.138247,-20.773802,18.704178,-17.459452,10.212925,-6.0768385,1.2612352,-0.80998117,-2.5265708,0.38365066,-0.17156331,7.9785686,2.0606444
[org][jaz_blu]1213__2.wav,org,-140.12256,112.936966,-16.782766,46.347485,-26.349083,42.02487,-17.074648,29.17364,-24.349237,12.890962,-20.34287,6.299224,-8.498613,2.2794113,0.37702766,-3.5906878,0.9840022,0.2593405,8.238787,3.3889227
[org][jaz_blu]1213__3.wav,org,-146.38109,126.3157,-4.0443788,44.00325,-31.493977,40.25503,-19.960629,30.142311,-18.261333,12.553103,-24.794064,2.3652463,-6.4822745,2.125949,-1.7258595,-6.890089,1.3897159,5.483751,12.389581,4.562384
[org][jaz_blu]1231__1.wav,org,-230.73326,94.419846,7.5130634,59.992203,-31.729431,41.591125,-19.813982,23.994066,-20.005405,8.294276,-12.411093,6.755481,-9.423847,-4.628222,-9.073469,-2.788431,4.1863065,3.4180565,6.7767196,0.30812857
[org][jaz_blu]1231__2.wav,org,-216.30983,109.33056,12.45933,63.85258,-20.831926,38.086117,-17.595795,20.893469,-18.974806,10.493119,-10.919122,10.5715275,-3.3135662,2.0437334,-4.584713,0.59219265,0.7621512,-2.5717628,1.9817486,-3.8873785
[org][jaz_blu]1231__3.wav,org,-239.20532,106.246635,10.567243,55.004623,-23.484575,47.10975,-15.009337,23.420765,-13.940152,11.504605,-7.940421,9.592401,-1.6743594,0.27661803,-4.51379,-1.2465243,4.6033044,3.804228,8.943424,1.2193098
[org][jaz_blu]1232__1.wav,org,-201.02635,97.2653,-41.198143,-6.30288,-30.592289,14.99723,-15.586447,6.6390877,-8.558387,4.3409176,-7.719235,10.917953,-6.9036365,10.786322,0.11844844,12.59076,1.9843926,7.7228594,-0.877739,5.826399
[org][jaz_blu]1232__2.wav,org,-184.13321,126.7468,-9.41704,4.6472554,-31.460463,11.481303,-16.49559,1.9411417,-14.074557,-3.1347606,-11.209397,3.0352604,-12.507491,4.8509507,-5.7682076,1.9672716,-2.5953317,6.743339,-2.9773002,4.0435624
[org][jaz_blu]1232__3.wav,org,-166.4655,130.46016,-14.612009,4.4707155,-27.100307,12.364454,-20.142048,-1.5045408,-20.945433,-5.10024,-13.864281,-1.0017165,-13.376414,3.9023356,-4.8991094,8.309792,1.4650857,9.5316105,-0.14247273,5.972488
[org][jaz_blu]1233__1.wav,org,-232.90196,154.92847,-12.695995,74.52739,9.381048,37.42379,6.060711,8.981104,-7.817428,-26.046457,1.3229135,12.827271,-0.7966493,-11.650169,-14.465002,-10.448026,-3.995029,4.0162964,1.3268968,-5.2654514
[org][jaz_blu]1233__2.wav,org,-238.65634,156.13158,-18.103315,80.90153,5.1255107,42.302814,2.605582,14.591041,-6.649133,-23.583101,-1.2301031,9.2358,-1.9729083,-12.925922,-14.065439,-9.373194,0.99896324,5.211195,1.9742603,-6.2146554
[org][jaz_blu]1233__3.wav,org,-233.93858,150.92888,-15.321538,77.63159,7.3231406,39.947838,3.983162,13.006593,-3.943947,-20.681997,-0.3890388,9.334468,-4.523873,-12.423783,-10.199496,-6.142049,-4.3122716,2.9397547,1.9087692,-6.4225235
[org][jaz_blu]1239__1.wav,org,-252.55652,146.11777,0.18497506,31.047253,-9.182721,35.22434,-6.640671,25.065727,-13.97087,-2.7628489,3.8618548,10.577083,9.414885,-3.2525523,-3.9761176,-9.296698,-3.2330701,-2.919498,6.287271,0.693847
[org][jaz_blu]1239__2.wav,org,-242.07793,145.03929,-3.7490618,37.87615,-14.900677,33.576813,-12.091022,31.28404,-9.586613,1.5239829,0.24650863,3.9377434,2.7741916,-2.3836477,4.556773,-2.3712907,-3.7380352,-5.7461424,1.2512628,-2.7693639
[org][jaz_blu]1239__3.wav,org,-244.82094,140.47462,10.947205,34.719097,-3.201305,32.96014,-7.016531,26.88262,-9.476099,-1.7574219,3.7874653,5.3613677,5.5958076,-0.4552561,1.6081468,-1.6366307,-0.83909225,-3.5862384,4.168834,-0.084017955
[org][jaz_blu]1246__1.wav,org,-258.9078,189.31497,-11.906723,85.63243,-3.6322775,-3.4363365,-28.997711,16.061647,7.575597,-5.57104,-3.278423,3.2488518,10.413344,-10.610934,0.92505544,5.043707,4.3095107,-12.1433735,-10.567525,-6.688436
[org][jaz_blu]1246__2.wav,org,-224.2856,196.46014,-15.988679,65.8794,-15.945301,10.235347,-14.549056,23.179611,10.250411,0.59312916,-6.8236365,-2.0188422,12.325684,-6.786109,-1.1184802,-6.2105756,-3.3504636,-6.2449765,7.110041,5.682821
[org][jaz_blu]1246__3.wav,org,-235.20831,186.62383,-15.9636545,81.47425,-14.794611,0.3003619,-22.27873,22.27302,4.987069,6.5481133,-0.24144322,1.1501265,6.946162,-12.36788,-6.844042,-2.0960362,9.8699045,-10.992107,-2.9404182,2.0427685
[org][jaz_blu]1249__1.wav,org,-194.9368,142.68808,13.541219,48.49117,-2.6421547,26.089111,-3.6890955,13.128733,-3.5898905,5.224499,-4.4605317,4.5029287,-7.8916044,-4.6685305,-7.3383656,-2.616094,-2.139037,-0.40077078,-1.6565934,-1.6640973
[org][jaz_blu]1249__2.wav,org,-190.96669,132.39474,13.583971,41.82355,-5.3770437,25.198698,-3.7230084,13.204645,-4.1811614,6.044629,-6.7478733,4.036243,-8.449973,-2.1210606,-7.5153112,-2.5906756,-3.3975782,-1.3408277,-3.1864052,-0.29843712
[org][jaz_blu]1249__3.wav,org,-171.2252,153.56985,9.5398245,29.591284,-13.160888,23.948126,-2.412042,11.029007,-10.9953375,-2.1618483,-13.157971,0.73556006,-10.06872,-3.8671966,-7.181197,0.4030761,2.4975302,4.3040075,1.7932042,2.4103544
[org][jaz_blu]1251__1.wav,org,-220.17879,206.03674,-9.652273,1.3942845,-6.368507,35.322002,9.250298,7.386369,-2.081472,-8.456824,2.047854,1.9885666,-2.2573338,5.621527,11.144682,13.438436,5.0057144,-6.2057295,-5.789949,-3.452674
[org][jaz_blu]1251__2.wav,org,-245.76291,204.12367,15.6046715,19.169134,2.8691387,33.119434,7.7317934,10.927387,10.306064,-2.1160996,-0.46619484,0.62675625,1.4263006,4.742727,0.16833556,1.6102891,3.171581,4.8824315,5.587127,-0.22591457
[org][jaz_blu]1251__3.wav,org,-303.85315,176.68636,49.782207,66.32763,15.4629965,31.809427,-0.52829367,1.4290688,0.029027637,-4.11797,-2.872162,-3.685338,-4.9673047,0.67050916,-4.50328,-4.41295,-2.9865758,-1.2040255,1.3667426,-2.3521059
[org][jaz_blu]1253__1.wav,org,-125.02219,113.243515,0.73162156,49.487083,-44.615673,52.037598,-15.5262785,46.4125,-14.211494,16.884329,-6.30049,7.8344874,-5.447907,-2.148552,-5.1905437,-8.256474,-4.789827,-1.4762588,3.3583636,-11.756425
[org][jaz_blu]1253__2.wav,org,-128.32153,122.66513,8.391699,57.776688,-45.264,43.152885,-32.225258,36.57671,-5.8296375,24.54312,-2.2036047,4.708924,-5.766236,-0.52223283,1.1262615,-3.8505657,-4.254044,-4.4881797,0.96526414,-9.281622
[org][jaz_blu]1253__3.wav,org,-114.65803,130.48404,-9.677587,28.890102,-49.265724,56.669197,-11.758345,40.47262,-19.27408,12.152349,-2.5790782,10.077423,-2.4091082,-2.5138562,-1.2618479,-3.5423684,-3.368206,-7.3221674,-3.6069143,-14.883694
[org][jaz_blu]1261__1.wav,org,-210.89044,144.84167,5.2616773,49.608936,-19.64617,31.052088,-9.032311,16.67467,-2.178171,8.299332,-11.098665,6.6185274,-7.0409064,4.3973546,-1.3682845,-0.43275544,1.9132977,0.12614553,4.7294993,-5.3447466
[org][jaz_blu]1261__2.wav,org,-220.45456,147.9286,10.260438,44.399944,-14.334105,27.961578,-5.924804,13.363922,-1.6793879,4.4255824,-9.572792,4.1429205,-7.4495068,2.2995582,-1.9938642,-0.9844137,1.1966475,0.31281108,2.3397174,-5.6742554
[org][jaz_blu]1261__3.wav,org,-215.28342,162.32957,8.712694,44.84074,-23.350525,30.267902,-7.0270686,18.45717,-3.0385182,7.7997174,-12.553658,6.028389,-6.7232223,4.8238735,-2.0189373,0.38838005,2.456361,0.01551539,3.395431,-6.6080537
[org][jaz_blu]1262__1.wav,org,-65.99208,102.03568,-4.9779387,30.111412,1.2865709,23.88379,-16.561478,18.585728,-11.584189,21.517656,-12.71891,11.616663,-11.103468,18.16344,-4.6700845,21.409697,-5.4032617,8.1341915,-9.061609,9.774618
[org][jaz_blu]1262__2.wav,org,-78.72811,105.4722,-3.3980346,34.3911,2.2579715,25.12406,-18.7648,14.172806,-16.283043,19.93358,-8.6304245,18.729609,-3.6807973,20.571465,-7.439604,15.661286,-5.0284147,12.236503,-8.183909,5.756934
[org][jaz_blu]1262__3.wav,org,-75.07814,108.645996,-2.415005,30.991442,-0.7725583,24.258043,-17.362349,14.312325,-17.955116,16.74307,-12.620183,16.106207,-6.375296,16.444206,-8.851379,20.762833,2.5620234,17.023256,-6.7879524,3.7387917
[org][jaz_blu]1265__1.wav,org,-419.2483,113.02458,-27.635263,71.55618,-2.359711,25.349848,1.2358825,21.672955,2.0416377,-0.9616249,-5.1803675,-2.6136663,-0.8778059,-6.653634,-1.4656308,-7.0197334,-7.0049515,-4.8040175,-1.7224482,-11.098903
[org][jaz_blu]1265__2.wav,org,-353.57312,145.61821,-33.136448,45.212124,-10.371669,25.10169,12.443417,14.75076,-11.809391,-7.06499,-1.9068342,-4.654869,-6.0724816,-11.032178,2.982769,5.0415897,0.83430487,-4.18327,-9.634031,-17.08254
[org][jaz_blu]1265__3.wav,org,-347.4213,152.01575,-16.968262,60.420223,-4.77947,15.36778,-0.07117692,23.71971,-0.81923497,-12.725277,-6.5296993,-1.4596326,-2.2806168,-9.30786,1.3883969,-0.9649095,-10.886788,-12.352211,-0.5539313,-3.235459
[org][jaz_blu]1266__1.wav,org,-205.26471,107.48291,13.372368,23.76634,1.53951,34.79702,2.0797453,17.30863,-5.3434343,3.4276426,-7.024723,15.23721,3.3047397,9.530858,-6.2384133,-2.270225,-9.06969,0.09671144,-1.6771332,4.0298343
[org][jaz_blu]1266__2.wav,org,-198.29977,121.23232,-3.8483107,11.862442,-5.82568,39.857445,12.30015,29.06365,-0.30830398,-2.7166173,-13.7424,8.485782,6.265567,11.095663,-3.0228488,-7.4199896,-9.148538,-2.3885822,-1.8758472,0.7898118
[org][jaz_blu]1266__3.wav,org,-210.32094,113.37725,2.1955996,26.616531,11.982233,45.902504,1.054508,7.7767935,-12.6403265,0.42024705,0.9686812,12.4891405,-1.144871,1.0075489,-4.355406,-2.2948065,-5.566739,-3.3484726,0.97936916,6.1333413
[org][jaz_blu]1268__1.wav,org,-205.36768,132.33183,-2.2242517,67.327736,-19.67918,39.330795,-14.489876,24.31042,10.219557,11.914281,1.5947461,-1.2225865,8.611111,-6.445236,1.1960329,-2.1015475,1.3520457,-0.59230924,-6.0505533,-9.878061
[org][jaz_blu]1268__2.wav,org,-194.40587,144.38683,0.90590656,71.95827,-14.936068,42.02232,-11.695511,22.252764,4.9020286,10.791743,0.17653,-1.4448739,7.118802,-4.7328277,2.5749886,-1.531477,-0.37355807,-0.96147925,-4.141648,-8.075725
[org][jaz_blu]1268__3.wav,org,-184.97894,151.22234,-9.598021,51.61518,-15.13822,40.77592,-4.5051017,22.233456,8.018167,9.38549,3.9301116,-2.013735,3.174718,-6.757787,1.2696561,-2.1258419,-3.6744263,-1.9006689,-2.405313,-4.7162952
[org][jaz_blu]1269__1.wav,org,-136.19542,152.38942,-21.41769,34.21767,-46.578217,38.712532,-15.454596,37.203323,-9.140983,-3.101683,-9.529696,-1.1909063,-1.1004574,-10.107167,-7.4426856,-9.052964,2.7795835,7.873165,11.431023,-3.7289398
[org][jaz_blu]1269__2.wav,org,-149.52971,136.67477,-2.3973591,50.83694,-36.855602,39.32575,-23.649055,28.67449,-7.8012824,9.38711,-5.8863487,0.8693579,-2.9453962,-3.8891654,-1.2519423,-6.5942974,-5.130923,-5.980836,1.861346,-6.445346
[org][jaz_blu]1269__3.wav,org,-154.32707,121.72422,-22.29626,48.41049,-21.412237,56.29971,-14.21422,28.614199,-10.904126,8.006112,-2.127221,1.6491634,-5.7657504,-6.96972,3.1657865,1.549894,-0.7887955,-5.574051,-1.1838878,-12.69852
[org][jaz_blu]1270__1.wav,org,-275.52734,120.31353,1.8848071,65.28478,-1.0205383,39.87292,7.528196,18.069555,1.1007646,4.028987,5.9975543,17.770718,-4.001972,1.2591367,0.9856307,3.881037,2.9017055,1.8655586,-2.1456237,-3.6005695
[org][jaz_blu]1270__2.wav,org,-226.96762,127.805016,9.060404,68.24043,-4.0138907,36.736,3.333995,14.644382,-0.048316926,0.8180752,2.2439473,13.251754,-6.879653,2.1250696,1.3322718,2.253247,-0.50286335,-0.8173186,-2.8597224,-4.398923
[org][jaz_blu]1270__3.wav,org,-195.12119,130.97937,4.442352,71.36598,-12.775891,30.126589,-2.4068773,13.796265,-8.944098,0.04766616,-4.7931232,11.988025,-13.596457,2.8310368,0.83414876,3.9496734,-0.06888327,1.1329312,-5.338314,-4.311039
[org][jaz_blu]1271__1.wav,org,-116.37489,138.70807,-23.019613,48.044086,-31.522701,41.6432,-29.5854,23.512907,-9.501216,6.098544,-1.8453456,2.9152734,1.483238,-10.01445,-7.4126706,-10.543126,-3.8420355,-1.2108202,5.9033303,-0.7139134
[org][jaz_blu]1271__2.wav,org,-123.58526,131.11638,-15.787513,48.91437,-28.582903,42.93784,-24.384226,28.155563,-6.8713613,6.6910586,-2.5927725,3.642176,3.2007625,-5.037468,-2.4165733,-5.7623973,-0.08882489,-3.024859,0.97018635,-6.334715
[org][jaz_blu]1271__3.wav,org,-136.10352,119.072334,-10.199466,55.697487,-29.894339,48.000813,-27.738264,24.76133,-9.13625,10.9975815,0.64581627,5.4465675,-3.1298108,-8.907339,-1.085318,-5.2271895,-2.8631492,-6.4585633,-3.7883282,-11.821435
[org][jaz_blu]1277__1.wav,org,-172.206,162.13475,-22.133022,52.68776,-42.25929,43.093056,-12.408335,14.184063,-1.0250144,-3.129615,4.5513535,-1.5288132,8.152066,-10.47789,6.041192,-10.247358,8.165365,-4.1228814,1.8420653,3.7187562
[org][jaz_blu]1277__2.wav,org,-148.80011,174.16896,-40.536522,37.496746,-38.66803,43.801754,-13.78084,7.391619,-4.122758,-2.2476406,5.237121,-2.8940477,10.778969,-4.300895,11.364551,-11.650577,-0.8542544,-6.7645855,6.860786,14.368782
[org][jaz_blu]1277__3.wav,org,-129.76674,162.70824,-62.513264,53.91032,-29.564121,39.50716,-25.574171,10.873702,-0.8965672,5.868365,11.079779,-1.4439828,4.280785,-19.148476,4.6318564,-7.340891,14.599922,-0.8829961,3.636295,2.4289994
[org][jaz_blu]1279__1.wav,org,-181.61339,185.48244,-37.922153,29.158815,6.208992,25.767717,-1.1982473,4.233912,-2.6313756,5.7051277,-0.4826259,-4.279076,3.2859614,7.24688,6.5808,3.7963624,0.05928461,4.4827256,8.747036,-0.20219938
[org][pop_roc]1037__1.wav,org,-202.87386,116.33318,29.965483,50.64835,8.314283,24.583479,14.204192,13.605051,-5.12881,13.89432,-7.3284645,12.508584,4.247984,11.5445175,2.039899,6.745062,-3.8395152,20.617851,-7.2642593,5.564572
[org][pop_roc]1037__2.wav,org,-214.1894,119.16926,35.77982,48.258495,6.242035,23.846704,10.566674,8.541479,-1.6077056,17.863071,-8.374813,7.829555,-0.49320486,6.8178406,-2.4744568,3.8667789,-6.9703126,15.8472395,-8.050457,8.555995
[org][pop_roc]1037__3.wav,org,-184.91605,122.5383,23.617474,42.748524,1.8087627,26.545465,8.722058,11.245096,-3.7040606,14.301565,-10.763062,7.6866426,-0.26478428,8.845784,-1.2163616,7.4412203,-6.3264055,14.998931,-4.125577,13.892371
[org][pop_roc]1038__1.wav,org,-261.02203,155.11203,-60.07925,28.481611,25.375525,9.863692,-2.551041,6.3044944,-3.9104671,4.583904,0.17709327,2.6660388,-13.19538,-10.472213,-10.389571,-0.55733,-6.397262,0.7176964,-4.834986,-6.348649
[org][pop_roc]1038__2.wav,org,-255.29283,139.56926,-71.67925,36.80302,25.428602,14.112606,-1.5697608,6.338527,-6.0764284,0.7949675,4.233959,6.188345,-12.995761,-4.948462,-3.1609914,-1.478878,-8.382604,0.84260136,-8.405514,-5.3138614
[org][pop_roc]1038__3.wav,org,-224.58536,164.33253,-88.950424,17.961826,23.935257,10.640059,-3.1895845,-0.95015717,-8.673554,-3.1831803,-5.1352077,-1.1613641,-17.282196,-10.809412,-5.4695897,-2.3018017,-6.821011,3.2202995,-3.5355954,-2.079096
[org][pop_roc]1046__1.wav,org,-471.79965,192.90694,106.39919,58.755695,48.154133,22.934422,3.9944537,0.6865847,4.6313844,-7.392735,-10.356154,-8.523033,-5.6000276,-9.228398,-2.1412911,0.60680753,-0.60258275,-4.463576,0.85714525,0.61155254
[org][pop_roc]1046__2.wav,org,-395.11722,227.85117,57.22935,12.65958,43.36528,32.200073,5.5574603,2.5893164,2.968122,-9.721883,-11.864383,-8.850256,-9.577709,-11.983016,-5.169144,0.11975946,2.5913548,4.0889025,7.9789615,2.1414917
[org][pop_roc]1046__3.wav,org,-397.71295,212.59276,74.27084,17.591112,28.870485,29.74693,15.185212,9.649759,3.0045152,-11.816111,-16.316345,-9.283382,-6.340992,-8.084429,-5.1501026,-1.9155033,-1.7178859,0.9294755,4.299076,-1.279578
